full_name,age,country,rating,club,foot,position,value,wage,reputation
O. Bjørtuft,21,Norway,65,Odds BK,Right,CB,1500000,1000,1
G. Ngonda,25,DR Congo,65,Dijon FCO,Left,LWB,975000,3000,1
R. Vloet,25,Netherlands,65,Heracles Almelo,Right,ST,950000,2000,1
N. Franco,24,Argentina,65,Peñarol,Right,ST,1400000,500,1
E. Pap,26,Romania,65,FC Botoşani,Right,GK,675000,2000,1
O. Horșia,19,Romania,65,Gaz Metan Mediaş,Left,CAM,1700000,2000,1
T. St. Jago,20,Netherlands,65,FC Utrecht,Right,CB,1600000,3000,1
T. Petsos,29,Greece,65,WSG Tirol,Right,CDM,600000,3000,1
B. Sørmo,23,Norway,65,Kristiansund BK,Right,RB,1100000,1000,1
A. Frezzotti,36,Argentina,65,SD Aucas,Right,CDM,140000,500,1
J. Mary,27,Cameroon,65,Shenzhen FC,Right,ST,825000,5000,1
J. Recalde,28,Paraguay,65,Olimpia Asunción,Right,ST,725000,500,1
A. Crawford,28,Scotland,65,Bolton Wanderers,Right,CAM,725000,5000,1
M. Høibråten,25,Norway,65,FK Bodø/Glimt,Left,CB,900000,1000,1
J. Eilers,32,Germany,65,SC Verl,Right,RW,575000,800,1
Edu Selneira,32,Brazil,65,São Paulo,Right,CDM,475000,8000,1
A. Bamba,20,Ivory Coast,65,Paris FC,Right,CB,1500000,2000,1
David Tavares,21,Portugal,65,Moreirense FC,Left,CAM,1800000,2000,1
V. Müller,19,Germany,65,PSV,Right,GK,1300000,1000,1
A. Cook,29,England,65,Mansfield Town,Right,ST,725000,6000,1
A. Diop,28,Senegal,65,Kristiansund BK,Right,CDM,725000,1000,1
A. Kilgour,22,England,65,Bristol Rovers,Right,CB,1700000,2000,1
D. Gomis,27,France,65,Clermont Foot 63,Right,LM,750000,2000,1
Zito Luvumbo,18,Angola,65,Cagliari,Left,LM,1700000,3000,1
R. González,26,Mexico,65,Club América,Right,CDM,850000,9000,1
T. Dzvukamanja,26,Zimbabwe,65,Orlando Pirates,Right,ST,950000,500,1
K. Kraus,27,Germany,65,1. FC Kaiserslautern,Right,CB,650000,2000,1
D. Luxbacher,28,Austria,65,SKN St. Pölten,Right,RW,725000,3000,1
A. Ndom,24,France,65,AJ Auxerre,Left,CM,1500000,2000,1
M. Ali,22,Saudi Arabia,65,Al Nassr,Right,CM,1400000,7000,1
D. Gazdag,24,Hungary,65,,Right,CAM,0,0,1
N. Atkinson,21,Australia,65,Melbourne City FC,Right,RM,1500000,2000,1
S. Wagstaff,30,England,65,Forest Green Rovers,Right,RWB,625000,5000,1
Kang Min Soo,34,Korea Republic,65,Busan IPark,Right,CB,230000,2000,1
Luis Henrique,22,Brazil,65,Vejle Boldklub,Left,ST,1500000,3000,1
K. Denkey,19,Togo,65,Nîmes Olympique,Right,ST,1600000,4000,1
G. Roemeratoe,20,Netherlands,65,FC Twente,Right,CDM,1500000,2000,1
F. Michel,28,France,65,Grenoble Foot 38,Left,CAM,725000,2000,1
B. Ndoye,26,Senegal,65,FC Sion,Right,CB,925000,7000,1
O. Kocuk,24,Turkey,65,Galatasaray SK,Right,GK,925000,9000,1
S. Milewski,22,Poland,65,Piast Gliwice,Right,RM,1600000,2000,1
K. Yuruki,24,Japan,65,Urawa Red Diamonds,Right,RM,925000,3000,1
W. Coulibaly,21,France,65,Le Havre AC,Right,RB,1700000,2000,1
Mansur,27,Brazil,65,Santa Clara,Left,LWB,750000,2000,1
F. Mayembo,24,Congo,65,Le Havre AC,Right,CB,1500000,2000,1
J. Aponte,28,Bolivia,65,Jorge Wilstermann,Left,LB,650000,500,1
A. Bittroff,31,Germany,65,1. FC Magdeburg,Right,RB,525000,2000,1
S. Elbers,28,Netherlands,65,FC Hermannstadt,Left,RM,725000,3000,1
B. Vidal,29,Chile,65,Coquimbo Unido,Right,CB,600000,1000,1
B. Niňaj,26,Slovakia,65,Fortuna Sittard,Right,CB,775000,3000,1
Crysan,23,Brazil,65,Santa Clara,Right,CAM,1100000,2000,1
B. Williams,21,Wales,65,Barnsley,Left,LB,1500000,2000,1
I. Chouaref,19,France,65,La Berrichonne de Châteauroux,Right,CAM,1700000,1000,1
E. Herrera,31,Mexico,65,Puebla FC,Right,ST,600000,3000,1
F. Rodríguez,25,Bolivia,65,Nacional Potosí,Left,CB,875000,500,1
Kuki Zalazar,22,Spain,65,Real Valladolid CF,Left,CAM,1600000,5000,1
S. Boey,19,France,65,Dijon FCO,Right,RWB,1600000,5000,1
A. Tertereau,28,France,65,Rodez Aveyron Football,Right,CM,725000,2000,1
H. Pell,28,England,65,Colchester United,Right,CDM,625000,4000,1
M. Tashiro,32,Japan,65,Yokohama FC,Right,CB,475000,1000,1
J. Harvey,36,United States,65,Los Angeles FC,Left,LB,160000,1000,1
L. Fülöp,22,Romania,65,Sepsi OSK,Right,CAM,1600000,3000,1
Y. Amankwah,31,Norway,65,Stabæk Fotball,Right,CB,500000,1000,1
P. Breier,28,Germany,65,FC Hansa Rostock,Right,ST,725000,2000,1
A. Anani,25,Ivory Coast,65,Grenoble Foot 38,Right,ST,1000000,2000,1
J. Eickmayer,27,France,65,FC Chambly Oise,Right,CDM,775000,1000,1
A. Barada,29,Japan,65,Shonan Bellmare,Right,CM,700000,1000,1
V. Damascan,21,Moldova,65,RKC Waalwijk,Right,ST,1600000,8000,1
J. Chougrani,29,France,65,Rodez Aveyron Football,Left,LWB,625000,2000,1
Arturo Molina,24,Spain,65,C.D. Castellón,Right,CAM,1100000,5000,1
A. Þrándarson,25,Iceland,65,Odense Boldklub,Right,CAM,950000,4000,1
Kim Seung Joon,25,Korea Republic,65,Busan IPark,Right,RM,900000,2000,1
S. Takahashi,30,Japan,65,Kashiwa Reysol,Right,RB,625000,3000,1
M. Bartley,33,England,65,Livingston FC,Right,CDM,350000,2000,1
A. Benítez,24,Paraguay,65,Club Guaraní,Right,CDM,1000000,500,1
C. Warner,32,United States,65,Colorado Rapids,Right,CDM,475000,2000,1
A. Gogić,26,Cyprus,65,Hibernian,Right,CB,850000,2000,1
E. Marxen,29,Denmark,65,Randers FC,Left,CB,600000,4000,1
G. Berggren,22,Sweden,65,BK Häcken,Right,CDM,1500000,1000,1
M. Gliwa,32,Poland,65,Stal Mielec,Right,GK,350000,1000,1
Pablo García,20,Spain,65,Real Sporting de Gijón,Left,LWB,1500000,2000,1
Kim Nam Chun,31,Korea Republic,65,FC Seoul,Right,CB,500000,3000,1
N. Moiraghi,35,Argentina,65,Club Atlético Tigre,Left,CB,190000,3000,1
B. Jacobsen,26,Denmark,65,AC Horsens,Right,CDM,750000,3000,1
J. Varela,23,Argentina,65,Godoy Cruz,Right,CB,1500000,2000,1
D. Bartl,30,Czech Republic,65,Raków Częstochowa,Right,LM,700000,2000,1
Pol Freixanet,28,Spain,65,CF Fuenlabrada,Right,GK,575000,2000,1
T. Christensen,20,Norway,65,Molde FK,Left,CAM,1700000,2000,1
M. Aničić,30,Bosnia Herzegovina,65,Atiker Konyaspor,Left,CB,575000,4000,1
Iván Bravo,19,Spain,65,RCD Mallorca,Left,LB,1600000,1000,1
K. Forenc,27,Poland,65,Zagłębie Lubin,Left,GK,700000,2000,1
T. Payne,26,New Zealand,65,Wellington Phoenix,Right,CB,800000,1000,1
J. Dacres-Cogley,24,England,65,Birmingham City,Right,RB,1100000,4000,1
J. Piroe,20,Netherlands,65,PSV,Left,ST,1600000,4000,1
Cho Dong Gun,34,Korea Republic,65,Sagan Tosu,Right,ST,350000,2000,1
Ahn Joon Soo,22,Korea Republic,65,Cerezo Osaka,Right,GK,1400000,1000,1
S. Krpić,29,Bosnia Herzegovina,65,Suwon Samsung Bluewings,Right,ST,725000,2000,1
I. Ramírez,25,Paraguay,65,Club Guaraní,Right,CDM,1000000,500,1
Y. Hamache,20,France,65,Boavista FC,Left,LM,1500000,2000,1
S. Mmaee,23,Morocco,65,Sint-Truidense VV,Right,CB,1300000,3000,1
H. Salaberry,33,Uruguay,65,River Plate Montevideo,Right,CB,350000,500,1
A. Pears,22,England,65,Blackburn Rovers,Right,GK,1400000,7000,1
J. Shackleton,20,England,65,Leeds United,Right,RM,1700000,15000,1
Jacobo,23,Spain,65,CD Tenerife,Right,CAM,1600000,2000,1
T. Sibbick,21,England,65,KV Oostende,Right,RB,1500000,2000,1
L. Stevenson,32,Scotland,65,Hibernian,Left,LB,500000,2000,1
O. Kolskogen,19,Norway,65,SK Brann,Right,CB,1600000,750,1
Choi Bo Kyung,32,Korea Republic,65,Jeonbuk Hyundai Motors,Left,CB,475000,3000,1
G. Dequaire,29,France,65,FC Chambly Oise,Left,CB,600000,2000,1
Y. Saneto,31,Japan,65,Yokohama F. Marinos,Right,CB,500000,3000,1
C. Sabaly,21,Senegal,65,Pau FC,Right,RM,1800000,4000,1
A. Polar,23,Peru,65,Deportivo Binacional,Right,RM,1600000,500,1
E. Rodríguez,30,Venezuela,65,SD Aucas,Right,CF,700000,500,1
E. Bocat,20,France,65,Royal Excel Mouscron,Left,LB,1500000,2000,1
J. Bandowski,26,Germany,65,SpVgg Unterhaching,Left,LB,850000,2000,1
J. Vidales,28,Peru,65,Melgar FBC,Right,RW,725000,500,1
J. Lindsay,24,Scotland,65,Rotherham United,Right,CM,975000,9000,1
I. Fülöp,30,Romania,65,Sepsi OSK,Left,CAM,700000,3000,1
M. Franco,36,Uruguay,65,Centro Atlético Fénix,Left,ST,240000,500,1
J. Cijntje,22,Curacao,65,Heracles Almelo,Right,ST,1500000,2000,1
O. Edvardsen,21,Norway,65,Stabæk Fotball,Left,LM,1600000,1000,1
J. Peña,22,Ecuador,65,El Nacional,Right,RB,1400000,500,1
M. Salem,35,United Arab Emirates,65,Al Ain FC,Left,CB,190000,500,1
R. McLaughlin,25,Northern Ireland,65,Rochdale,Right,RM,875000,2000,1
J. Knight,19,Republic of Ireland,65,Derby County,Right,CAM,1800000,4000,1
R. Cierzniak,37,Poland,65,Legia Warszawa,Right,GK,80000,2000,1
J. Leborgne,24,France,65,Rodez Aveyron Football,Right,RM,1100000,1000,1
L. Joyce,32,England,65,Port Vale,Right,CDM,475000,3000,1
V. Trummer,20,Austria,65,SK Sturm Graz,Left,LB,1500000,4000,1
M. Abdellaoue,31,Norway,65,Sarpsborg 08 FF,Right,ST,600000,2000,1
Adriano,32,Brazil,65,FC Seoul,Right,ST,575000,3000,2
J. Bolton,25,England,65,Portsmouth,Right,RB,875000,3000,1
A. Sharahili,26,Saudi Arabia,65,Al Shabab,Left,CB,925000,8000,1
L. Gugganig,25,Austria,65,VfL Osnabrück,Right,CB,850000,3000,1
M. Chahiri,23,France,65,RC Strasbourg Alsace,Right,RM,1100000,6000,1
J. Drost,27,Netherlands,65,PEC Zwolle,Left,LM,825000,3000,1
C. Pym,25,England,65,Peterborough United,Right,GK,825000,2000,1
Dong Chunyu,29,China PR,65,Wuhan Zall,Left,GK,500000,3000,1
M. Shaker,23,United Arab Emirates,65,Al Ain FC,Right,CB,1300000,500,1
O. Añez,29,Bolivia,65,Nacional Potosí,Right,RB,625000,500,1
E. Adams,24,Gambia,65,Forest Green Rovers,Right,CM,1400000,5000,1
D. Sugioka,21,Japan,65,Kashima Antlers,Left,LM,1500000,2000,1
J. Fernández,21,Bolivia,65,Club Bolívar,Right,RB,1400000,500,1
A. Andersen,29,Denmark,65,Odense Boldklub,Right,CB,600000,4000,1
I. Zabarnyi,17,Ukraine,65,Dynamo Kyiv,Right,CB,1500000,500,1
H. Hansson,27,Faroe Islands,65,AC Horsens,Right,CAM,750000,3000,1
S. Skrabb,25,Finland,65,Brescia,Left,LM,900000,9000,1
D. Pratley,35,England,65,Charlton Athletic,Right,CB,275000,2000,1
H. Chapman,22,England,65,Blackburn Rovers,Right,CAM,1600000,10000,1
G. Smal,22,Netherlands,65,FC Twente,Left,LB,1500000,2000,1
G. Ivanov,32,Bulgaria,65,,Right,CAM,0,0,1
T. Kløve,29,Denmark,65,Odense Boldklub,Right,RM,700000,4000,1
S. Long,25,Republic of Ireland,65,Cheltenham Town,Right,RWB,925000,3000,1
E. Birniçan,31,Turkey,65,Atiker Konyaspor,Right,GK,375000,4000,1
I. Akdağ,28,Turkey,65,BB Erzurumspor,Right,CDM,625000,4000,1
Cho Jae Wan,24,Korea Republic,65,Gangwon FC,Right,ST,975000,2000,1
S. Sonnenberg,21,Germany,65,FC Hansa Rostock,Right,CB,1500000,1000,1
F. Ioannidis,20,Greece,65,Panathinaikos FC,Right,ST,1700000,500,1
Guilherme Mantuan,22,Brazil,65,Gil Vicente FC,Right,CDM,1400000,2000,1
T. Eisfeld,27,Germany,65,VfL Bochum 1848,Right,CAM,825000,5000,1
W. Cartagena,25,Peru,65,Godoy Cruz,Right,CDM,950000,3000,1
Y. Matsushita,26,Japan,65,Vegalta Sendai,Left,LM,900000,2000,1
V. Ramis,25,Argentina,65,Godoy Cruz,Right,ST,850000,3000,1
A. Deneumostier,21,Peru,65,Melgar FBC,Right,CB,1500000,500,1
R. Towell,28,Republic of Ireland,65,Salford City,Right,CM,725000,6000,1
Y. Demir,17,Austria,65,SK Rapid Wien,Left,CAM,2200000,950,1
M. Martin,32,France,65,FC Chambly Oise,Right,CAM,575000,2000,2
Min Sang Gi,28,Korea Republic,65,Suwon Samsung Bluewings,Right,CB,675000,1000,1
B. Jones,33,England,65,Rotherham United,Right,RB,375000,10000,1
S. Aasmundsen,30,Norway,65,Mjøndalen IF,Right,CM,675000,1000,1
N. Gunnarsson,29,Norway,65,Strømsgodset IF,Right,CB,600000,2000,1
J. Holt,27,Scotland,65,Livingston FC,Right,CAM,825000,2000,1
Luís Rocha,27,Portugal,65,Legia Warszawa,Left,LM,750000,3000,1
S. Acka,29,Ivory Coast,65,Universitatea Craiova,Right,CB,600000,3000,1
C. Schösswendter,31,Austria,65,FK Austria Wien,Right,CB,500000,5000,1
F. Brown Forbes,28,Costa Rica,65,Wisła Kraków,Right,ST,725000,2000,1
Juninho,30,Brazil,65,Club Blooming,Left,LB,625000,500,1
I. Jebali,28,Tunisia,65,Odense Boldklub,Right,CAM,725000,4000,1
De Lucas,33,Spain,65,FC Voluntari,Left,CM,450000,2000,1
A. Gonçalves Pereira,23,France,65,La Berrichonne de Châteauroux,Right,ST,1400000,2000,1
E. Colley,20,Gambia,65,Hellas Verona,Right,ST,1600000,10000,1
J. Thorniley,23,England,65,Blackpool,Left,CB,1300000,2000,1
C. Connolly,22,England,65,Fleetwood Town,Right,CDM,1000000,13000,1
J. Moe,24,Norway,65,Stabæk Fotball,Left,LB,950000,1000,1
A. Lukse,32,Austria,65,1. FC Nürnberg,Right,GK,350000,3000,1
Sergio Camello,19,Spain,65,Atlético Madrid,Right,ST,1900000,7000,1
E. Ebanks-Landell,27,England,65,Shrewsbury,Right,CB,725000,3000,1
J. Absalonsen,34,Denmark,65,SønderjyskE,Left,LM,325000,4000,1
M. Araz,26,Switzerland,65,FC Sion,Left,CAM,925000,8000,1
Zou Dehai,27,China PR,65,Beijing Sinobo Guoan FC,Right,GK,750000,4000,1
F. Herbers,26,Germany,65,Chicago Fire,Right,ST,775000,2000,1
M. Christensen,22,Denmark,65,Aalborg BK,Right,CDM,1400000,3000,1
L. Feeney,33,England,65,Tranmere Rovers,Right,RM,375000,3000,1
Dani Vivian,20,Spain,65,CD Mirandés,Right,CB,1600000,4000,1
M. Benítez,34,Paraguay,65,Sport Huancayo,Right,CAM,325000,500,1
M. Sidibé,25,Mali,65,SD Ponferradina,Left,LM,950000,3000,1
C. Trueman,24,England,65,AFC Wimbledon,Right,GK,1200000,3000,1
M. Polidar,20,Czech Republic,65,Sparta Praha,Left,LM,1700000,500,1
F. Soyalp,25,Turkey,65,Gazişehir Gaziantep F.K.,Right,CAM,950000,4000,1
A. O'Neill,21,Australia,65,Melbourne City FC,Right,CAM,1400000,2000,1
M. Janković,24,Montenegro,65,SPAL,Right,CAM,1000000,7000,1
O. Rathbone,23,England,65,Rochdale,Right,CAM,1100000,2000,1
P. Kanstrup,31,Denmark,65,SønderjyskE,Right,CB,500000,3000,1
M. Erlić,22,Croatia,65,Spezia,Right,CB,1500000,4000,1
J. Fortelný,21,Czech Republic,65,Sparta Praha,Right,CM,1600000,500,1
G. Dobson,22,England,65,Sunderland,Right,CDM,1400000,3000,1
K. Finnbogason,33,Iceland,65,AC Horsens,Right,ST,450000,4000,1
M. Zeitz,29,Germany,65,1. FC Saarbrücken,Right,CDM,600000,2000,1
N. Avellaneda,27,Argentina,65,Defensa y Justicia,Right,GK,700000,3000,1
K. da Graca,22,Sweden,65,IFK Göteborg,Right,CB,1500000,1000,1
R. Becker,23,Germany,65,SG Dynamo Dresden,Right,CB,1000000,2000,1
M. Penney,22,England,65,Sheffield Wednesday,Left,LM,1500000,4000,1
D. Heymans,21,Belgium,65,Waasland-Beveren,Right,CAM,1600000,2000,1
N. Al Mousa,29,Saudi Arabia,65,Al Ahli,Right,CDM,600000,9000,1
A. Hasegawa,31,Japan,65,Nagoya Grampus,Right,ST,600000,2000,1
L. Justiniano,27,Bolivia,65,Jorge Wilstermann,Right,CDM,725000,500,1
F. Kent,24,England,65,Peterborough United,Right,CB,1300000,3000,1
Rufo,27,Spain,65,Sandefjord Fotball,Right,ST,825000,1000,1
S. Emaná,26,Cameroon,65,Valencia CF,Right,ST,950000,9000,1
B. Pitman,32,England,65,Swindon Town,Right,ST,575000,4000,1
M. Marić,24,Croatia,65,Houston Dynamo,Left,GK,925000,1000,1
A. Acosta,23,Mexico,65,Puebla FC,Right,RM,1100000,3000,1
J. Emmanuel-Thomas,29,England,65,Livingston FC,Left,ST,725000,2000,1
S. Henderson,32,Republic of Ireland,65,Crystal Palace,Right,GK,350000,9000,1
K. Friesenbichler,26,Austria,65,SK Sturm Graz,Left,ST,950000,6000,1
A. Rodríguez,24,Argentina,65,Newell's Old Boys,Right,CAM,1400000,4000,1
T. Domgjoni,21,Switzerland,65,FC Zürich,Right,RM,1700000,3000,1
H. Opdal,38,Norway,65,SK Brann,Right,GK,80000,750,1
C. Souza,24,Uruguay,65,Pachuca,Right,RM,975000,5000,1
D. Avramovski,25,North Macedonia,65,Kayserispor,Left,CAM,1000000,4000,1
M. Bola,22,England,65,Middlesbrough,Left,LWB,1500000,4000,1
H. Mitsumaru,26,Japan,65,Kashiwa Reysol,Left,LB,775000,3000,1
F. Martínez,35,Argentina,65,Universidad Católica del Ecuador,Right,LM,300000,500,1
L. Caicedo,28,Ecuador,65,LDU Quito,Right,CB,675000,500,1
Ricardo Friedrich,27,Brazil,65,MKE Ankaragücü,Right,GK,650000,5000,1
E. Gülüm,33,Turkey,65,Antalyaspor,Left,CB,350000,4000,2
I. Ávila,29,Peru,65,Melgar FBC,Right,ST,725000,500,1
D. De Silva,23,Australia,65,Central Coast Mariners,Right,CAM,1400000,850,1
Jeong Tae Wook,23,Korea Republic,65,Daegu FC,Right,CB,1500000,2000,1
R. Vollath,30,Germany,65,Türkgücü München,Right,GK,525000,1000,1
B. Mendoza,22,Mexico,65,U.N.A.M.,Right,ST,1600000,3000,1
E. Zenga,27,Germany,65,SV Sandhausen,Right,CAM,825000,2000,1
K. Taketomi,29,Japan,65,Urawa Red Diamonds,Right,CAM,725000,4000,1
E. Aiwu,19,Austria,65,FC Admira Wacker Mödling,Right,CB,1600000,2000,1
L. Meisl,21,Austria,65,SV Ried,Right,CB,1500000,2000,1
D. Jaković,34,Canada,65,Los Angeles FC,Right,CB,230000,2000,1
F. Lepore,34,Italy,65,AC Monza,Right,RB,250000,1000,1
L. Zuta,27,North Macedonia,65,Lecce,Left,LB,700000,8000,1
L. Grgic,24,Austria,65,LASK Linz,Left,CB,1000000,5000,1
B. Hansen,26,Denmark,65,FK Haugesund,Right,CB,875000,1000,1
A. Țigănașu,30,Romania,65,FC Botoşani,Left,LB,625000,3000,1
N. Miatke,30,Germany,65,FSV Zwickau,Left,LM,700000,800,1
M. Titsch Rivero,30,Germany,65,Hallescher FC,Left,CDM,675000,2000,1
S. Maier,26,Germany,65,VfL Bochum 1848,Right,CAM,850000,5000,1
F. Montero,31,Argentina,65,Argentinos Juniors,Right,CDM,575000,4000,1
G. Rólantsson,27,Faroe Islands,65,SK Brann,Right,RM,750000,2000,1
E. Monthe,25,Cameroon,65,Tranmere Rovers,Left,CB,900000,3000,1
K. Kabran,26,Sweden,65,IK Start,Right,LM,850000,1000,1
P. Sokołowski,25,Poland,65,Piast Gliwice,Right,CDM,950000,2000,1
R. Boissier,26,France,65,Rodez Aveyron Football,Right,CM,925000,2000,1
J. Gjasula,34,Albania,65,1. FC Magdeburg,Right,CDM,240000,2000,1
M. Čovilo,34,Bosnia Herzegovina,65,FC Lugano,Right,CB,240000,2000,1
Z. Janjić,34,Bosnia Herzegovina,65,SC Verl,Right,ST,350000,900,1
J. Shea,29,England,65,Luton Town,Right,GK,550000,3000,1
L. Scherff,23,Germany,65,FC Hansa Rostock,Left,LM,1100000,1000,1
C. Devlin,22,Australia,65,Wellington Phoenix,Right,CDM,1600000,1000,1
R. Tincu,32,Romania,65,Sepsi OSK,Right,CB,475000,3000,1
V. Vermeij,25,Netherlands,65,MSV Duisburg,Right,ST,950000,1000,1
M. Kallesøe,23,Denmark,65,Randers FC,Right,ST,1400000,3000,1
I. Conté,24,Guinea,65,Chamois Niortais Football Club,Right,CB,975000,2000,1
A. Touba,22,Belgium,65,RKC Waalwijk,Left,LWB,1400000,2000,1
M. Bostwick,32,England,65,Burton Albion,Right,CB,475000,3000,1
A. Fuchs,23,Germany,65,SpVgg Unterhaching,Right,CM,1400000,2000,1
K. Michalak,22,Poland,65,Çaykur Rizespor,Right,RM,1600000,3000,1
M. Weigandt,20,Argentina,65,Gimnasia y Esgrima La Plata,Right,RB,1800000,3000,1
Ángel Martínez,34,Spain,65,CE Sabadell FC,Right,CM,325000,3000,1
D. Lagator,26,Montenegro,65,Wisła Płock,Right,CB,850000,2000,1
H. Verhulst,27,Netherlands,65,AZ Alkmaar,Left,GK,750000,2000,1
J. Tveita,27,Norway,65,SK Brann,Right,RB,700000,1000,1
G. Di Noia,25,Italy,65,Chievo Verona,Left,CM,950000,1000,1
M. Briceag,28,Romania,65,FCSB (Steaua),Left,LB,650000,4000,1
G. Burke,26,Republic of Ireland,65,Shamrock Rovers,Left,CAM,850000,7000,1
D. Anderson,25,Netherlands,65,Lazio,Right,RB,925000,11000,1
F. Gytkjær,27,Denmark,65,Lyngby BK,Right,CAM,825000,4000,1
M. Derbyshire,34,England,65,Macarthur FC,Right,ST,350000,1000,1
A. Foosnæs,26,Norway,65,FK Bodø/Glimt,Left,LWB,850000,1000,1
Y. Musah,17,England,65,Valencia CF,Right,RM,1800000,1000,1
K. Tokstad,28,Norway,65,Strømsgodset IF,Right,RW,725000,2000,1
V. Agardius,30,Sweden,65,Mjällby AIF,Left,CB,575000,950,1
M. Fabbro,24,Italy,65,Chievo Verona,Right,RM,1400000,1000,1
J. Espínola,25,Paraguay,65,Nacional Asunción,Right,GK,825000,500,1
V. Mendoza,25,Ecuador,65,Barcelona Sporting Club,Right,GK,775000,500,1
A. Özer,27,Turkey,65,Fatih Karagümrük S.K.,Right,GK,550000,3000,1
P. McGinn,29,Scotland,65,Hibernian,Right,RB,625000,2000,1
R. Cisneros,23,Mexico,65,Guadalajara,Right,ST,1400000,11000,1
K. Tezuka,24,Japan,65,Yokohama FC,Left,CM,1000000,2000,1
M. Álvarez,31,Argentina,65,Independiente,Left,GK,375000,4000,1
C. Bishop,23,England,65,Accrington Stanley,Right,ST,1100000,2000,1
Javi Díaz,23,Spain,65,Sevilla FC,Right,GK,1400000,4000,1
F. Egerer,22,Germany,65,SV Meppen,Right,CDM,1000000,750,1
S. Pinna,22,Italy,65,Cagliari,Right,RB,1500000,6000,1
G. Carmona,34,Peru,65,Sport Huancayo,Right,RB,250000,500,1
M. Lais,29,Germany,65,SV Wehen Wiesbaden,Right,CDM,600000,2000,1
F. Okenabirhie,24,England,65,Doncaster Rovers,Right,ST,1400000,3000,1
Muguruza,26,Spain,65,C.D. Castellón,Right,RB,850000,2000,1
J. Correa,26,France,65,FC Chambly Oise,Right,ST,900000,2000,1
J. Smeets,25,Netherlands,65,Fortuna Sittard,Left,CDM,900000,3000,1
R. Hatate,22,Japan,65,Kawasaki Frontale,Right,RM,1500000,3000,1
A. Dia,27,United States,65,Sporting Kansas City,Left,LB,750000,2000,1
J. Devitt,29,Republic of Ireland,65,Newport County,Right,CAM,700000,3000,1
R. Blanco,38,Venezuela,64,AC Mineros de Guayana,Right,ST,200000,500,1
T. McNamara,29,United States,64,New England Revolution,Right,CAM,575000,2000,1
S. Dooley,28,Northern Ireland,64,Rochdale,Right,LM,600000,2000,1
P. Tietz,22,Germany,64,SV Wehen Wiesbaden,Right,ST,950000,2000,1
O. Bogle,26,England,64,Charlton Athletic,Left,ST,700000,3000,1
Rafa Mújica,21,Spain,64,Real Oviedo,Right,ST,1300000,15000,1
A. Sobczyk,23,Austria,64,Górnik Zabrze,Right,ST,1300000,2000,1
Álex Domínguez,21,Spain,64,UD Las Palmas,Right,GK,1100000,1000,1
I. Marega,22,France,64,La Berrichonne de Châteauroux,Right,CDM,1200000,1000,1
M. Insaurralde,21,Argentina,64,Universidad Católica del Ecuador,Right,CAM,1300000,500,1
A. Fernández,34,Uruguay,64,Club Plaza Colonia,Right,CAM,275000,500,1
K. de la Fuente,18,United States,64,FC Barcelona,Right,LW,1500000,11000,1
S. Moghanlou,25,Iran,64,Santa Clara,Left,ST,875000,2000,1
R. Healey,25,England,64,Toulouse Football Club,Right,ST,825000,2000,1
José Carlos,24,Spain,64,AD Alcorcón,Left,CB,1200000,2000,1
E. Björkander,24,Sweden,64,Mjällby AIF,Right,CB,800000,750,1
S. Long,25,England,64,Oxford United,Right,CB,675000,2000,1
L. Smith,24,Scotland,64,Dundee United,Right,RB,775000,2000,1
R. Broom,23,Wales,64,Peterborough United,Right,RM,925000,3000,1
L. de la Torre,22,United States,64,Heracles Almelo,Left,CAM,1300000,2000,1
Peixotacinho,24,Brazil,64,Bahia,Right,CB,600000,3000,1
O. Söderberg,29,Sweden,64,Kalmar FF,Left,GK,450000,900,1
Jesús Ruiz,23,Spain,64,AD Alcorcón,Right,GK,1100000,2000,1
Yan Couto,18,Brazil,64,Girona FC,Right,RWB,1400000,650,1
W. Burns,25,Wales,64,Fleetwood Town,Right,RM,725000,3000,1
R. Kerrouche,26,France,64,USL Dunkerque,Left,CDM,750000,2000,1
W. Vorsager,23,Austria,64,FC Admira Wacker Mödling,Right,CM,1200000,3000,1
M. Kovář,20,Czech Republic,64,Swindon Town,Right,GK,1400000,10000,1
N. Topor-Stanley,35,Australia,64,Newcastle Jets,Left,CB,150000,850,1
Nico Williams,17,Spain,64,Athletic Club de Bilbao,Right,ST,1300000,1000,1
A. Knauff,18,Germany,64,Borussia Dortmund,Right,RM,1500000,4000,1
R. Pedriel,33,Bolivia,64,Jorge Wilstermann,Right,ST,375000,500,1
F. Pol Hurtado,32,Venezuela,64,AC Mineros de Guayana,Right,CM,450000,500,1
M. Bakenga,27,Norway,64,Odds BK,Right,ST,625000,2000,1
C. Colkett,23,England,64,Östersunds FK,Left,CM,875000,1000,1
B. Straalman,23,Netherlands,64,Grenoble Foot 38,Right,CB,850000,1000,1
L. Figueroa,37,Chile,64,Coquimbo Unido,Right,CM,190000,750,1
Deng Xiaofei,37,China PR,64,Chongqing Dangdai Lifan FC SWM Team,Right,GK,60000,1000,1
B. Rubio,23,Mexico,64,FC Juárez,Right,ST,1300000,9000,1
A. Phliponeau,20,France,64,Olympique de Marseille,Right,CDM,1200000,5000,1
A. Doldán,23,Paraguay,64,Querétaro,Right,CB,850000,2000,1
M. Okoye,20,Nigeria,64,Sparta Rotterdam,Right,GK,1100000,1000,1
